organization_id,organization_name,organization_type,website_url,city,state_province,country,data_quality_rating,primary_data_source,nwba_division,move_united_member_type,paralympic_sport_club,special_olympics_affiliate,verification_method,status
c6bb1818-697f-46d1-8bb1-92b203aa50db,Roger C. Peace Rehabilitation Hospital,member,https://prismahealth.org/hospitals/prisma-health-roger-c-peace-rehabilitation-hospital,South Carolina,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
25766bc3-c3ce-4453-98ab-f41588fcdc5b,Adaptive Expeditions – Charleston,member,http://www.AdaptiveExpeditions.org,South Carolina,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
2bd48130-c315-4c13-993b-0ff5bed06199,VA Black Hills Health Care System,member,http://www.blackhills.va.gov/,South Dakota,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
728c099c-a7d8-4d8d-ac11-3ee14ab6b071,"Black Hills Regional Ski for Light, Inc.",member,http://www.bhsfl.org/,South Dakota,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
fb013434-cef2-4600-8e01-e0ae83d05823,Sioux Falls VA Health Care System,member,http://www.siouxfalls.va.gov/,South Dakota,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
d84918a6-4305-472a-9c79-22e91e7cb954,"City of Chattanooga, Parks & Recreation – Therapeutic Recreation",member,https://chattanooga.gov/parks/recreation/therapeutic-recreation,Tennessee,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
24bc3181-3b63-48f3-ab97-d8630b072a29,Tennessee Association of Blind Athletes (TNABA),member,https://www.facebook.com/TNABA.TN/,Tennessee,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
7c286669-a8be-4460-8300-07d5027dce11,Clarksville Parks and Recreation,member,http://www.cityofclarksville.com/parks,Tennessee,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
69d2dc48-7b22-486b-9f9d-5519e4996511,Team River Runner – Johnson City / Tri-Cities,member,https://www.teamriverrunner.org/get-involved/chapters/tennessee-johnson-citytricities-northern-tn/,Tennessee,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
31beea01-0dbe-477d-93c1-4f2e0e6d1c92,"Sports, Arts & Recreation of Chattanooga (SPARC)",member,http://www.sparctn.org/,Tennessee,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
a592d06a-86da-4293-83a6-c61996142f37,Nashville Rowing – Freedom Rows,member,https://www.nashvillerowing.org/freedom-rows,Tennessee,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
e71510e9-69b5-41d6-bd6a-6953ec3efddd,Houston Parks & Recreation Department,member,http://houstontx.gov/parks/adaptivesports.html,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
8e3e2baf-0123-41bc-b739-78a59a05fe30,University of Texas Arlington – Movin’ Mavs,member,https://www.uta.edu/student-affairs/movin-mavs/recreation/adaptive-athletics,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
6e494fe4-1b49-4754-b5f9-5070348ad3d8,TIRR Memorial Hermann Sports,member,https://memorialhermann.org/services/specialties/tirr/patients-visitors/adaptive-sports,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
65e6dc04-b819-4bce-be76-c1e1c4db2511,Texas Rowing for All – Austin,member,http://www.texasrowingforall.org/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
50fdd7f2-9243-4333-9623-bd88c8f1f019,San Antonio Fencing Center,member,http://www.safencingcenter.com,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
077362b1-b0a1-42f0-acc1-de6aa31fac07,Seton Brain and Spine Institute – Austin,member,https://www.seton.net/brain-and-spine-care/spinal-cord-injury/adapted-sports-program/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
938434c2-34ae-4c49-9af0-752eb2e8eae4,Harker Heights Parks & Recreation,member,https://www.harkerheights.gov/index.php/athletics,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
a10b1e03-2223-4db7-bdd9-79a067d99f60,Kinetic Kids – San Antonio,member,http://www.kinetickidstx.org,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
416caf0a-9c3f-449c-91c8-5a99872d02fd,Southwest Wheelchair & Ambulatory Sports Association,member,http://www.swaasports.org,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
23e3f33a-1296-44e1-8517-e242c7dcadab,Dallas Jr. Wheelchair Mavericks,member,https://www.facebook.com/DallasJrMavs/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
0b225fd8-27c2-4c6a-850a-3a220bb7e366,RISE Adaptive Sports – North Texas,member,https://riseadaptivesports.org/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
848d21a9-7bb3-45ff-a9c0-0b960e3a0e59,STARskaters – Houston,member,http://www.STARskaters.org,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
bccb7a84-00fd-4fe7-97b5-3292123e2e9a,ParaSports – San Antonio,member,https://parasports.org/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
8e7ca741-5358-427d-a008-87a52ce99f76,City of Pasadena – Verne Cox Center,member,https://www.pasadenatx.gov/189/Adaptive-Recreation,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
01568957-fcf0-444a-9067-55dac580b35d,Team River Runner – Texas Hill Country,member,www.kayakinstruction.org,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
e5a7ad39-ff01-4bd8-903b-322ee7da628c,Turning Point,member,http://www.turningpointnation.org,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
a9278bb4-def9-4c96-8d5e-894a6da038b4,Team River Runner – Houston,member,http://www.teamriverrunner.org/?q=node/1324,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
b244348a-125d-4212-bf55-5f82b5510bd6,Team River Runner – San Antonio,member,http://www.teamriverrunner.org/?q=node/132,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
1b91aa99-876e-48b1-8a49-1afa4a7d0e21,Home Sweet Home Community Redevelopment Corp,member,http://www.homesweethomecommunity.org/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
095faa88-cb0b-4e0d-8402-9860b345ba1a,Wasabi Dojo at Elements BJJ,member,www.wasabidojo.net,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
dc6f2215-a299-44e8-b855-bc75c5e2e902,Lady Mavericks Wheelchair Basketball – Dallas,member,https://wheelchairladymavericks.webs.com/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
0f6df14f-c37c-4ca0-883e-ee5fb52b41b1,DFW Sled Hockey Association,member,https://facebook.com/dfwsledhockey,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
14c05816-e943-4f39-8632-c8f4e74b6e0b,Fencing Institute of Texas,member,https://fenceintexas.org/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
749e5dc0-50a8-459a-b5b0-8f27accb01db,Austin Rec’ers,member,http://www.austinrecers.org/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
def49a7c-079a-45f0-8c73-38f4bbd0816d,Operation Comfort,member,http://www.operationcomfort.org,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
e4beeeed-0b37-4aa1-82d8-487a50a56a69,Heroes On The Water – DFW Chapter,member,http://www.HeroesOnTheWater.org,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
ec067c07-0840-48e1-8fcb-a1ac55fa35b1,Powered to Move,member,http://www.poweredtomove.org/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
904cfcdf-6164-4f25-9f33-adddcd6360d1,Michael E. DeBakey VA Medical Center,member,http://www.houston.va.gov,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
956cc279-f0a6-4038-8b75-dfa81eb59003,City of Lake Jackson Parks & Recreation,member,http://www.lakejackson-tx.gov/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
6737bbd4-eb7b-46bf-b826-bb017e6f7d5a,Texas Regional Paralympic Sport,adaptive_club,https://www.lonestarparalysis.org/trps,Texas,,United States,high,CAF Directory,,,TRUE,FALSE,unverified,active
256182cd-e48b-462d-bc9a-d64b73090eac,STRAPS – San Antonio,member,https://morganswonderlandsports.sportngin.com/page/show/5555444-south-texas-regional-adaptive-and-para-sports,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
f4df1f40-2a04-488a-b418-3d52f18dfa60,Sea Scout Base Galveston Community Sailing,member,https://ssbgalveston.org/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
fbb0cdfe-4492-4a43-bc8d-61413bdba719,TIRR Texans,member,http://tirr.memorialhermann.org/patient-resources/adaptive-sports/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
2264ffc0-fc3a-44a7-a404-4ec8e831d830,Therapeutic Horsemanship of El Paso,member,https://www.facebook.com/therapeutichorsemanshipofelpaso/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
27f69b0a-f713-48be-8e2c-685e4796033b,One Chair At A Time,member,http://www.onechairatatime.org,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
c05dd46e-9edf-49a8-b58f-16792af8ccd7,Victoria Bad News Chairs,member,https://www.facebook.com/groups/783321918448400/about/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
b50f3140-1bd0-4db0-975c-00b0e25360ea,META Athletics – Tyler,member,https://www.facebook.com/MyEastTexasAdaptiveAthletics/,Texas,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
ac064049-e8cc-4a71-a371-cb8d73f55a57,Aspen Valley Ski and Snowboard Club (AVSC),member,http://www.teamavsc.org/,Utah,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
9217b124-05ca-446e-90f8-380b347593f6,Salt Lake County Adaptive Recreation,member,https://slco.org/adaptive/,Utah,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
7f66bd7e-f782-4908-be5d-0d9317f35d37,National Ability Center – Park City,member,http://www.discovernac.org,Utah,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
d9c19e5f-31cb-4412-ae38-407aab579b5d,University of Utah – TRAILS Program,member,https://healthcare.utah.edu/neilsen-physical-rehab-hospital/support-services/trails/#overview,Utah,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
83f71aff-2830-4491-b479-816fcee73ed3,Utah Rush Wheelchair Basketball,member,https://www.facebook.com/Utah-Rush-230754530409542/,Utah,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
55ad07d6-5c9d-4c42-9038-76b9b977bad6,Utah Wheelin’ Jazz,member,https://www.facebook.com/wheelinjazz/,Utah,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
9f19f0b9-4436-40e3-9f33-b7648b1427de,Team River Runner – Salt Lake City,member,https://www.teamriverrunner.org/get-involved/chapters/utah-salt-lake-city/,Utah,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
325bf9dc-6aaa-4a94-9b72-c0664c1fa6e0,Common Ground Outdoor Adventures,member,http://www.cgadventures.org,Utah,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
529488d7-efee-4db0-84d6-cd3039bffdd6,Wasatch Adaptive Sports,member,http://www.wasatchadaptivesports.org,Utah,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
a199684b-19a9-41da-9b83-82ce3de5a518,"Ability PLUS, Inc.",member,http://www.abilityplus.org,Vermont,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
0a8516d4-b6c8-459a-b219-696b0c0b62aa,Adaptive Martial Arts Association (AMAA),member,http://www.adaptivemartialarts.org,Vermont,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
fa911221-2427-4bcd-8d35-b18d9a48fd45,Bart J Ruggiere Adaptive Sports Center – Manchester,member,https://www.bartadaptive.org/,Vermont,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
7b06e036-a115-4611-937d-57281023bcd2,Vermont Adaptive Ski and Sports,member,http://www.vermontadaptive.org,Vermont,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
dd9c4b9b-a3d4-4e09-bc88-0c233f5e9adf,Northeast Disabled Athletic Association – Burlington,member,http://www.disabledathletics.org,Vermont,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
cdb70473-8e29-4e4f-9502-cba4dbed338d,New England Nordic Ski Association – Vermont,member,https://nensa.net/,Vermont,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
a39cd654-56bf-4d3c-996b-5b5ef4a51d01,Green Mountain Adaptive Sports,member,https://greenmtnadaptive.org/,Vermont,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
f1963571-1ec3-49f6-ab77-ddfd6c762d6f,Adventure Amputee Camp,member,http://www.adventureamputeecamp.org,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
90b97b9e-3684-4d4b-9f51-414f1c27e11f,Sportable Richmond Adaptive Sports & Recreation,member,http://www.sportable.org,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
0740facb-22fe-4842-923a-53987e4715d0,Hunter Holmes McGuire VA Medical Center,member,http://www.richmond.va.gov/,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
c73b0784-b96a-4754-8962-7807dd896e76,Wintergreen Adaptive Sports,member,http://www.skiwas.org,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
e5a88309-4937-409c-80d5-cb4d08bc2155,Therapeutic Adventures – Blue Ridge/Shenandoah,member,http://www.TAonline.org,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
bcacd676-870d-4cdc-a89c-e9bcd6844bc2,Project Enduring Pride,member,http://www.enduringpride.org,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
5d282231-c968-4161-909c-80209d76979d,Team River Runner – Virginia Beach,member,http://www.teamriverrunner.org/get-involved/chapters/virginia-va-beach/,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
29bf986f-7137-41b5-91a6-874d7c71b047,Virginia Beach Hockey Club Sled Team,member,http://www.virginiabeachhockeyclub.com/vbhc-sled-team,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
b8e095b5-0d63-44e3-8bae-18dd3a15c905,Sailing 4 All,member,http://www.gosailing4all.org,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
8b87f689-0e98-4b65-a78a-48c2bc63bf0b,Team River Runner – Blue Ridge / Shenandoah,member,http://www.teamriverrunner.org/?q=node/1285,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
c58043de-aad0-4afb-9082-64c805f0178a,Team River Runner – Ft. Belvoir,member,https://www.teamriverrunner.org/get-involved/chapters/virginia-fort-belvoir/,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
3e767cc3-3aef-4c6e-a291-de3d9fceb42d,Team River Runner – Fredericksburg,member,https://www.teamriverrunner.org/virginia-fredericksburg/,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
fec733dd-eae9-4c00-93a2-133069fccbf0,Arlington-Fairfax IWLA,member,http://arlingtonfairfax-iwla.org/,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
daabdecd-ee33-4747-ac8b-82eb763bad9a,Richmond Tennis Association,member,http://www.richmondtennis.org,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
4496c3b4-4511-4a92-b30c-40006a38027d,Wounded Warrior Adaptive Sports,member,https://www.facebook.com/WoundedWarriorAdaptiveSports,Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
74e18e79-17c6-4c79-921f-cdc9feff816f,Team St. Luke’s – Spokane,member,http://www.st-lukes.org/Sub.aspx?id=436&linkidentifier=id&itemid=436,Washington,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
0d7f7600-4203-475c-8e67-1a2c27aec8ef,Seattle Adaptive Sports,member,http://www.seattleadaptivesports.org,Washington,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
90796d31-f0e6-479a-a904-77ddbc34590f,Metro Parks Tacoma Adaptive Recreation,member,http://www.metroparkstacoma.org/adaptive,Washington,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
42a97335-4961-4ec6-b5a7-8b5029e4e99e,Seattle Wheelchair Rugby Association,member,http://www.seattleslam.org,Washington,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
9d23ed9c-e53b-400c-ae3c-93c4325e2a8e,Seattle Storm (Women’s Team),member,http://www.seattleadaptivesports.org/basketball.html,Washington,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
f76d83be-af8b-4c09-aed4-9f34c9fc55b0,Team River Runner – Spokane,member,https://www.teamriverrunner.org/get-involved/chapters/washington-spokane/,Washington,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
eba5adcc-9d41-4443-b2a9-a7e2c3598bab,Footloose Sailing Association,member,http://www.footloosedisabledsailing.org/,Washington,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
e0e06400-f216-419f-b6ca-7b0848f6f856,Northwest Association for Blind Athletes – Clark County,member,http://www.nwaba.org,Washington,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
bf678ed2-f906-486e-a266-04c4783a710d,ParaSport Spokane – Inland Northwest,member,http://www.parasportspokane.org,Washington,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
5deb1847-dc09-486a-b34c-9d89eba02a60,Next Step Archery – Northwest,member,https://www.nextsteparchery.org/,Washington,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
8001d355-241d-4379-a48e-bd68601a6a83,Outdoors for All Foundation,member,http://www.outdoorsforall.org,Washington,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
723fce38-ee2e-4a2f-8919-ee706a209d5f,CAMC Para-athletic Program,member,https://camc.org/challengedsports,West Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
0570c6ef-5821-4693-b576-522f16f9a4e4,Challenged Athletes of West Virginia – Mountaineer,member,http://www.cawvsports.org/,West Virginia,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
4bfc7e48-fd65-4e1d-8ae3-16a552b33aa1,USA Curling,member,https://www.usacurling.org/adaptive-curling,Wisconsin,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
92e504de-835e-4f9a-bd87-b17714b7f832,Milwaukee Recreation Department,member,https://milwaukeerecreation.net/rec/Programs/Adaptive-Athletics.htm,Wisconsin,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
216f7391-6648-4589-a573-166902ae2bdc,Milwaukee Bucks Wheelchair Basketball Association,member,https://www.facebook.com/wisconsinadaptivesports/,Wisconsin,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
d1c929db-6ba9-4462-8764-2c7c5faf7f7f,Clement Zablocki VA Medical Center,member,http://www.milwaukee.va.gov,Wisconsin,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
44b549cd-bb87-4c39-b686-22093880874e,Wheelin’ Wizards Youth Wheelchair Basketball,member,https://www.teamusa.org/US-Paralympics/Find-A-Club/Club-Search/Wheelin-Wizards-Competitive-Youth-Wheelchair-Basketball-Club,Wisconsin,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
9d37cd88-0261-4f84-9f1b-a9698acee719,Central Cross Country Ski Association – Madison,member,https://www.cxcskiing.org/pages/adaptive/about.html,Wisconsin,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
a0456c20-c3ff-4b37-b043-b1d7e85a65d2,Wheelchair Bucks,member,https://www.gofundme.com/8hdew&aff=GFMse,Wisconsin,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
f72f1222-059c-4d23-ba5f-b9c7e87d6907,Team River Runner – Milwaukee,member,https://www.teamriverrunner.org/get-involved/chapters/wisconsin-milwaukee/,Wisconsin,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
f6dad335-a0e3-4daf-a2e1-2de726f0f8f7,Southeastern Wisconsin Adaptive Ski Program,member,http://www.sewasp.org,Wisconsin,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
070f57df-48e5-4d54-a407-1f7d498b11f6,Madison School & Community Recreation,member,https://www.mscr.org/our-programs/adapted-recreation,Wisconsin,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
df80deb5-52f1-409a-8eac-48a94ff56f48,Casper Mountain Biathlon Club,member,https://caspermountainbiathlonclub.org/paralympic/,Wyoming,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
2491dea6-5b14-4189-8fa4-28d2bafd01da,"Teton Adaptive Sports, Inc.",member,http://www.tetonadaptivesports.com,Wyoming,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
e3af0dde-760f-46c7-ae53-8a00a100bd18,Start Here,member,https://www.challengedathletes.org/caf-athletes/,For CAF Athletes,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
27e82691-3348-4318-8635-d01b8c313b60,Grants,member,/grants/,For CAF Athletes,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
9eb7fb00-2cb6-4462-a4fe-66422ba998fa,Programs,member,/programs/,For CAF Athletes,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
c21937ba-11bd-46b0-b9ba-365c535046ea,Adaptive Sports Events,member,/programs/#clinics,For CAF Athletes,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
7780080a-8a32-4fd2-b510-a9ed782c82fc,Operation Rebound,member,https://www.challengedathletes.org/programs/operation-rebound/,For CAF Athletes,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
5871745b-04fd-403a-b3ed-3bfd447de985,Youth Programs,member,/programs/#youth,For CAF Athletes,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
315b9e53-8819-451c-8416-c0ebc0e534dd,Regional Programs,member,/programs/#regions,For CAF Athletes,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
f2b127a3-534e-4538-93e0-d0b2db0eecb9,Adaptive Sports Resources,member,https://www.challengedathletes.org/adaptive-sports-resources/,For CAF Athletes,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
7fc6d713-fb4a-46a8-a256-eb2c1743635d,ASOs,member,/adaptive-sports-resources/#organisations,For CAF Athletes,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
956c5beb-c5b4-4012-8a06-19a880c7d766,Sports Equipment + How-To's,member,/adaptive-sports-resources/#equipment,For CAF Athletes,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
ba4acf76-d0b9-4558-8893-8752e21c301d,Donate,member,https://www.challengedathletes.org/donate/,For Supporters,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
40db3c38-9dc7-402f-905a-c83f6e1f6d6e,Give Now,member,http://challengedathletes.org/donatenow/,For Supporters,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
77f51839-8a8d-43cc-b9c3-0ac89a7b266c,Give Monthly,member,http://challengedathletes.org/donatenow/,For Supporters,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
64aa7fe5-d296-477d-b8fb-be6c4e7b4b6b,All Ways to Give,member,/donate/#more-ways,For Supporters,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
a42650d3-b121-417b-bc95-6df9e1960020,Partner,member,https://www.challengedathletes.org/partner-with-us/,For Supporters,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
d83d18ad-9cb8-4917-9855-28d447c64bb7,Brand Partnerships,member,https://www.challengedathletes.org/contact-us/,For Supporters,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
80e599ea-8056-49be-bf16-26f469173e83,Corporate Sponsorships,member,https://www.challengedathletes.org/contact-us/,For Supporters,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
3e45e89d-b074-48d4-b4e5-7cbf0cb81042,Corporate Donations,member,http://challengedathletes.org/donatenow/,For Supporters,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
12252762-7cde-43fc-a031-2996dea2d566,Support,member,https://www.challengedathletes.org/caf-supporters/,For Supporters,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
6cc28f2d-bd54-44c2-b50a-d876c6f09947,Create a Fundraiser,member,https://www.challengedathletes.org/fundraise-your-way/,For Supporters,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
3a71ccb5-ed92-4e4c-9c50-7781a635f570,Join a Fundraising Event,member,/events/#fundraising-events,For Supporters,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
6305d3df-5f07-496d-815a-26646db90f40,Fundraise With Your School,member,https://www.challengedathletes.org/caf-school-program/,For Supporters,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
2d8bc745-db4b-4c00-b9e9-35722d578875,Volunteer,member,/caf-supporters/#volunteer,For Supporters,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
691856bd-3643-4246-bced-a4993409d3cf,Adaptive Sports Events,member,/events/#adaptive-sports,Events,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
8abeadee-5957-4b20-852a-c25a14c92ee4,Events Calendar,member,/events/#calendar,Events,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
2f9036a2-6c11-4223-9a6c-320ea575ae00,Defying Limits Gala,member,https://www.challengedathletes.org/events/defying-limits-gala/,Events,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
025e6f75-c16f-47fb-bed4-b176dd300cdf,NorCal,member,/region/norcal/,Regions,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
9124df33-dcee-44e7-b10a-e33a6fa56dc9,SoCal,member,/region/socal/,Regions,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
f1a79518-60b4-442d-b8d9-7e3a4fbf701f,Idaho,member,/region/idaho/,Regions,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
ca7aaa62-0012-47f8-bb7f-be1ec24869f6,Northeast,member,/region/northeast/,Regions,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
0e22015d-f79c-4835-88d4-988edb43d999,Cycling Club,member,/region/cycling-club/,Regions,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
b269e34e-60d1-413b-82e7-d22131569bee,Mission & Impact,member,https://www.challengedathletes.org/about/,About,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
b5c94589-dda1-4cd9-a5db-0e682f322a94,History,member,/about/#history,About,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
dc34b145-3292-4195-9e39-7c65246c6222,Annual Report & Financials,member,/about/#report,About,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
05934331-b19e-4c8e-988f-dd4c8550963b,Team CAF,member,/about/#team,About,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
e8b40874-3a5f-4867-b952-b67ac46e4955,Our Team,member,/about/#staff,About,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
e3be9cdd-7a60-41b1-a0f2-49af1b8c744a,Our Board,member,/about/#staff,About,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
79966090-6be2-448e-8646-47d80e7f88cc,CAF Ambassadors,member,/about/#ambassadors,About,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
bf70d607-7cf7-44a9-91de-3d02bb1993aa,Blog,member,https://www.challengedathletes.org/resources/,Resources,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
5e7439b4-7137-460f-aaec-8640f207ea00,Media + Press,member,/resources/#press-releases,Resources,,United States,high,CAF Directory,,,FALSE,FALSE,unverified,active
